序号,代码,名称,营业收入,同比增长,净利润,同比增长,基本每股收益,每股净资产,净资产收益率,公告日期
1783,603081,大丰实业,17.95亿,--,2.32亿,--,0.58,4.27,14.26%,2019-02-02
1784,601997,贵阳银行,126.49亿,1.65%,126.49亿,1.65%,2.24,12.98,18.88%,2019-02-02
1785,000166,申万宏源,153.14亿,14.78%,41.86亿,-10.02%,0.19,3.09,6.22%,2019-02-02
1786,603496,恒为科技,4.31亿,38.18%,1.05亿,40.20%,0.75,5.28,15.01%,2019-02-01
1787,002823,凯中精密,16.61亿,20.28%,1.34亿,-14.22%,0.46,4.46,11.33%,2019-02-01
1788,603856,东宏股份,16.37亿,--,1.54亿,--,0.60,6.05,10.33%,2019-02-01
1789,300333,兆日科技,2.16亿,-6.60%,"1,222.07万",-35.11%,0.04,2.46,1.46%,2019-02-01
1790,002449,国星光电,36.27亿,4.47%,4.46亿,25.01%,0.72,5.58,13.56%,2019-02-01
1791,300624,万兴科技,5.46亿,16.95%,"8,285.29万",16.05%,1.06,7.80,14.52%,2019-02-01
1792,002917,金奥博,4.19亿,-3.17%,"6,598.48万",5.06%,0.58,5.78,10.60%,2019-02-01
1793,002425,凯撒文化,6.81亿,-4.83%,2.96亿,7.47%,0.36,4.84,7.74%,2019-02-01
1794,002186,全聚德,17.77亿,-4.27%,"7,304.22万",-48.78%,0.24,4.87,4.89%,2019-02-01
1795,000883,湖北能源,122.94亿,6.11%,17.55亿,-19.27%,0.27,4.03,6.65%,2019-02-01
1796,000759,中百集团,152.08亿,--,4.29亿,--,0.63,4.97,13.45%,2019-02-01
1797,600753,东方银星,19.30亿,--,"2,093.06万",--,0.16,1.43,12.17%,2019-02-01
1798,000429,粤高速A,32.19亿,4.20%,16.77亿,11.07%,0.80,4.59,18.37%,2019-02-01
1799,600353,旭光股份,10.60亿,--,"5,825.21万",--,0.11,1.96,5.53%,2019-02-01
1800,603896,寿仙谷,5.11亿,38.24%,1.07亿,20.77%,0.76,6.87,11.58%,2019-01-31
1801,002923,润都股份,10.38亿,33.19%,1.08亿,19.58%,0.91,7.27,13.06%,2019-01-31
1802,002700,新疆浩源,4.54亿,24.10%,"7,109.93万",-5.98%,0.17,2.41,7.19%,2019-01-31
1803,002695,煌上煌,18.98亿,28.41%,1.73亿,22.72%,0.34,3.69,9.33%,2019-01-31
1804,601231,环旭电子,335.50亿,12.94%,11.80亿,-10.21%,0.54,4.32,13.18%,2019-01-31
1805,002554,惠博普,16.62亿,12.07%,-4.94亿,-662.17%,-0.47,1.57,-26.17%,2019-01-31
1806,002456,欧菲光,430.43亿,27.39%,-5.19亿,-150.48%,-0.19,3.17,-5.88%,2019-01-31
1807,002568,百润股份,12.29亿,4.90%,1.24亿,-32.20%,0.20,3.61,6.73%,2019-01-31
1808,002292,奥飞娱乐,28.48亿,-21.79%,-16.13亿,"-2,057.70%",-1.19,2.89,-34.79%,2019-01-31
1809,002438,江苏神通,10.94亿,47.04%,1.01亿,65.14%,0.21,3.74,5.74%,2019-01-31
1810,002223,鱼跃医疗,41.84亿,18.37%,7.21亿,19.99%,0.72,5.45,13.05%,2019-01-31
1811,002108,沧州明珠,33.25亿,-5.65%,2.98亿,-45.28%,0.21,2.29,9.44%,2019-01-31
1812,603693,江苏新能,14.72亿,--,3.27亿,--,0.58,7.24,8.35%,2019-01-31
1813,601211,国泰君安,227.11亿,-4.59%,227.11亿,-4.59%,0.70,14.17,5.42%,2019-01-31
1814,000719,中原传媒,89.45亿,--,7.36亿,--,0.72,7.56,9.80%,2019-01-31
1815,600428,中远海特,75.76亿,16.40%,"8,383.18万",-65.16%,0.04,4.46,0.88%,2019-01-31
1816,600367,红星发展,15.93亿,--,1.16亿,--,0.40,4.38,9.58%,2019-01-31
1817,600183,生益科技,119.81亿,11.43%,10.04亿,-6.53%,0.47,3.03,16.45%,2019-01-31
1818,600016,民生银行,"1,567.67亿",--,"1,567.67亿",--,1.14,9.37,12.94%,2019-01-31
1819,002901,大博医疗,7.57亿,27.36%,3.86亿,32.91%,0.96,3.62,28.79%,2019-01-30
1820,603515,欧普照明,80.04亿,15.05%,9.03亿,32.58%,1.20,5.74,22.75%,2019-01-30
1821,300525,博思软件,5.59亿,79.98%,"8,352.25万",53.58%,0.67,4.69,15.97%,2019-01-30
1822,300170,汉得信息,28.68亿,21.56%,3.89亿,11.13%,0.45,3.51,14.02%,2019-01-30
1823,002497,雅化集团,30.25亿,28.24%,2.01亿,-12.84%,0.21,2.81,7.63%,2019-01-30
1824,002384,东山精密,203.13亿,32.50%,8.25亿,58.86%,0.51,5.27,10.15%,2019-01-30
1825,002350,北京科锐,25.51亿,15.14%,1.03亿,46.39%,0.22,3.49,6.67%,2019-01-30
1826,002287,奇正藏药,12.13亿,15.20%,3.18亿,5.85%,0.78,5.00,16.40%,2019-01-30
1827,603100,川仪股份,34.52亿,12.79%,3.89亿,151.28%,0.99,5.76,18.11%,2019-01-30
1828,600965,福成股份,14.55亿,--,1.68亿,--,0.21,2.40,8.83%,2019-01-30
1829,002892,科力尔,7.21亿,21.85%,"7,087.39万",5.67%,0.85,7.50,11.87%,2019-01-29
1830,603208,江山欧派,12.83亿,--,1.55亿,--,1.92,13.61,14.95%,2019-01-29
1831,300172,中电环保,7.94亿,17.17%,1.22亿,3.21%,0.24,2.59,10.93%,2019-01-29
1832,002327,富安娜,29.18亿,11.31%,5.33亿,6.88%,0.62,4.06,16.03%,2019-01-29
1833,002243,通产丽星,13.66亿,11.50%,"8,016.93万",75.82%,0.22,4.27,5.25%,2019-01-29
1834,002191,劲嘉股份,33.73亿,14.50%,7.27亿,26.02%,0.49,4.37,11.29%,2019-01-29
1835,601860,紫金银行,42.23亿,--,42.23亿,--,0.38,3.36,11.96%,2019-01-29
1836,600926,杭州银行,170.81亿,20.99%,170.81亿,20.99%,0.95,9.20,11.01%,2019-01-29
1837,000065,北方国际,99.77亿,2.54%,5.95亿,19.53%,0.77,5.44,15.20%,2019-01-29
1838,002841,视源股份,169.97亿,56.36%,10.01亿,41.67%,1.55,5.01,33.14%,2019-01-28
1839,603866,桃李面包,48.33亿,18.47%,6.43亿,25.04%,1.37,7.27,19.73%,2019-01-28
1840,300224,正海磁材,16.80亿,40.89%,"-8,086.81万",-179.53%,-0.10,3.23,-2.91%,2019-01-28
1841,002146,荣盛发展,566.46亿,47.99%,76.61亿,32.82%,1.76,7.81,25.11%,2019-01-28
1842,002936,郑州银行,110.93亿,--,30.34亿,--,0.46,4.86,9.94%,2019-01-28
1843,600996,贵广网络,32.06亿,--,3.20亿,--,0.31,4.20,7.44%,2019-01-26
1844,603737,三棵树,35.61亿,35.96%,2.22亿,22.39%,1.67,10.02,18.44%,2019-01-26
1845,002532,新界泵业,15.16亿,-0.07%,1.41亿,0.59%,0.28,2.76,10.11%,2019-01-26
1846,002705,新宝股份,84.43亿,2.61%,5.06亿,21.17%,0.62,4.80,13.08%,2019-01-26
1847,601678,滨化股份,67.51亿,4.43%,7.02亿,-15.01%,0.45,3.97,11.94%,2019-01-26
1848,601965,中国汽研,27.52亿,14.27%,4.02亿,11.37%,0.41,4.60,9.23%,2019-01-26
1849,600917,重庆燃气,63.82亿,11.81%,3.42亿,-7.01%,0.22,2.52,8.92%,2019-01-26
1850,601066,中信建投,109.07亿,--,109.07亿,--,0.38,5.72,6.79%,2019-01-26
1851,601116,三江购物,41.33亿,9.42%,1.09亿,0.49%,0.24,5.69,5.11%,2019-01-26
1852,600958,东方证券,103.01亿,-2.19%,12.39亿,-65.13%,0.18,7.41,2.37%,2019-01-26
1853,601633,长城汽车,978.67亿,--,978.67亿,--,0.59,5.77,10.55%,2019-01-26
1854,000799,酒鬼酒,11.87亿,--,2.25亿,--,0.69,6.72,10.82%,2019-01-26
1855,000750,国海证券,21.17亿,-20.47%,"8,535.68万",-77.25%,0.02,3.22,0.63%,2019-01-26
1856,000563,陕国投A,10.27亿,-13.54%,3.27亿,-14.08%,0.09,2.63,3.65%,2019-01-26
1857,600592,龙溪股份,10.32亿,15.70%,"8,545.52万",21.58%,0.21,4.59,4.58%,2019-01-26
1858,600028,中国石化,2.88万亿,--,2.88万亿,--,0.52,5.93,8.64%,2019-01-26
1859,603078,江化微,3.84亿,--,"3,961.01万",--,0.47,9.16,5.25%,2019-01-25
1860,300183,东软载波,10.13亿,11.99%,1.95亿,-16.73%,0.43,6.04,7.12%,2019-01-25
1861,601225,陕西煤业,573.94亿,--,109.94亿,--,1.10,5.13,22.95%,2019-01-25
1862,002807,江阴银行,31.86亿,27.19%,8.57亿,-65.79%,0.49,5.95,8.92%,2019-01-25
1863,600908,无锡银行,31.93亿,11.76%,31.93亿,11.76%,0.59,5.87,10.65%,2019-01-25
1864,002116,中国海诚,52.58亿,24.30%,2.09亿,6.75%,0.50,3.42,15.22%,2019-01-25
1865,002028,思源电气,48.28亿,9.74%,3.10亿,22.45%,0.41,6.03,6.86%,2019-01-25
1866,600658,电子城,22.32亿,4.59%,4.04亿,-20.80%,0.36,5.89,6.24%,2019-01-25
1867,600197,伊力特,22.64亿,--,4.41亿,--,1.00,5.67,18.44%,2019-01-25
1868,603517,绝味食品,43.68亿,13.09%,6.42亿,27.43%,1.56,7.37,23.10%,2019-01-24
1869,002827,高争民爆,3.59亿,-20.79%,"6,266.83万",-43.45%,0.34,4.38,7.76%,2019-01-24
1870,300212,易华录,30.07亿,-1.20%,3.02亿,48.61%,0.68,6.66,10.34%,2019-01-24
1871,601888,中国国旅,470.12亿,64.63%,31.48亿,25.27%,1.61,8.35,20.87%,2019-01-24
1872,002238,天威视讯,15.68亿,-1.05%,1.96亿,-17.28%,0.32,4.49,7.14%,2019-01-24
1873,601918,新集能源,87.49亿,17.16%,2.52亿,"1,097.75%",0.10,2.04,4.96%,2019-01-24
1874,000828,东莞控股,16.24亿,--,10.50亿,--,1.01,6.25,17.36%,2019-01-24
1875,000027,深圳能源,185.18亿,19.61%,7.31亿,-6.37%,0.18,6.10,3.21%,2019-01-24
1876,600292,远达环保,36.83亿,12.38%,1.25亿,15.59%,0.16,6.31,2.56%,2019-01-24
1877,600036,招商银行,"2,486.56亿",12.50%,"2,486.56亿",12.50%,3.13,20.07,16.57%,2019-01-24
1878,600030,中信证券,372.23亿,-14.02%,372.23亿,-14.02%,0.78,12.64,6.20%,2019-01-24
1879,603989,艾华集团,21.75亿,21.33%,3.03亿,3.80%,0.78,5.29,15.39%,2019-01-23
1880,603225,新凤鸣,326.59亿,42.22%,14.23亿,-4.91%,1.69,9.69,19.24%,2019-01-23
1881,002839,张家港行,29.92亿,24.00%,29.92亿,24.00%,0.46,5.49,9.42%,2019-01-23
1882,601838,成都银行,115.18亿,19.31%,115.18亿,19.31%,1.30,8.64,16.00%,2019-01-23
1883,002187,广百股份,76.14亿,10.51%,2.01亿,15.65%,0.59,8.02,7.51%,2019-01-23
1884,600420,现代制药,113.50亿,24.05%,7.11亿,42.90%,0.64,6.42,10.93%,2019-01-23
1885,600479,千金药业,33.33亿,3.93%,2.55亿,21.18%,0.61,4.85,13.02%,2019-01-23
1886,000783,长江证券,43.51亿,-22.82%,2.59亿,-83.52%,0.05,4.80,0.99%,2019-01-23
1887,002391,长青股份,30.01亿,33.65%,3.20亿,40.49%,0.89,9.07,10.18%,2019-01-22
1888,001965,招商公路,68.04亿,--,38.90亿,--,0.63,7.46,8.74%,2019-01-22
1889,601577,长沙银行,139.41亿,--,44.79亿,--,1.42,9.06,16.91%,2019-01-22
1890,601818,光大银行,"1,102.44亿",--,"1,102.44亿",--,0.61,5.55,11.55%,2019-01-22
1891,002013,中航机电,116.75亿,26.78%,8.37亿,53.57%,0.23,2.55,9.42%,2019-01-22
1892,600170,上海建工,"1,700.60亿",19.24%,"1,700.60亿",19.24%,0.29,2.74,12.29%,2019-01-22
1893,002877,智能自控,3.76亿,22.33%,"6,295.15万",32.12%,0.30,3.08,10.32%,2019-01-21
1894,002203,海亮股份,413.80亿,36.24%,9.02亿,27.55%,0.52,4.11,14.37%,2019-01-21
1895,000006,深振业A,25.03亿,-15.69%,8.85亿,12.51%,0.66,4.60,15.03%,2019-01-21
1896,603897,长城科技,49.79亿,--,1.81亿,--,1.11,9.42,13.33%,2019-01-19
1897,603027,千禾味业,10.70亿,12.21%,2.40亿,65.64%,0.74,4.01,20.79%,2019-01-19
1898,601018,宁波港,219.23亿,21.07%,28.75亿,8.50%,0.22,2.90,7.74%,2019-01-19
1899,002258,利尔化学,40.25亿,30.54%,5.84亿,45.13%,1.11,6.03,21.85%,2019-01-19
1900,601229,上海银行,438.88亿,32.49%,438.88亿,32.49%,1.56,12.93,12.67%,2019-01-19
1901,601878,浙商证券,36.82亿,-19.72%,7.21亿,-32.11%,0.22,4.10,5.24%,2019-01-19
1902,600837,海通证券,238.59亿,-15.37%,52.13亿,-39.45%,0.45,10.25,4.43%,2019-01-19
1903,002911,佛燃股份,50.94亿,18.67%,3.55亿,2.18%,0.64,4.64,14.46%,2019-01-18
1904,600919,江苏银行,352.24亿,4.09%,352.24亿,4.09%,1.04,8.89,12.43%,2019-01-18
1905,601166,兴业银行,"1,582.58亿",12.98%,"1,582.58亿",12.98%,2.85,21.19,14.26%,2019-01-18
1906,600900,长江电力,512.47亿,2.24%,512.47亿,2.24%,1.03,6.46,16.32%,2019-01-18
1907,600549,厦门钨业,195.53亿,--,4.96亿,--,0.35,5.11,7.06%,2019-01-18
1908,002641,永高股份,53.54亿,17.14%,2.46亿,25.71%,0.22,2.59,8.78%,2019-01-17
1909,603323,苏农银行,31.50亿,15.98%,31.50亿,15.98%,0.55,6.50,9.05%,2019-01-17
1910,601016,节能风电,23.76亿,26.96%,5.15亿,28.46%,0.12,1.68,7.55%,2019-01-16
1911,600750,江中药业,17.55亿,0.49%,4.62亿,10.57%,1.10,7.72,15.01%,2019-01-16
1912,600606,绿地控股,"3,510.14亿",21.00%,116.62亿,30.13%,0.96,5.59,17.33%,2019-01-16
1913,601952,苏垦农发,48.87亿,13.21%,6.04亿,8.01%,0.44,4.06,11.22%,2019-01-15
1914,600048,保利地产,"1,936.27亿",33.50%,188.02亿,19.88%,1.58,10.40,16.44%,2019-01-15
1915,002066,瑞泰科技,38.26亿,75.77%,"1,520.70万",5.16%,0.07,1.85,3.63%,2019-01-15
1916,600018,上港集团,381.50亿,2.20%,381.50亿,2.20%,0.44,3.29,14.10%,2019-01-15
1917,002017,东信和平,11.53亿,-3.10%,"3,891.53万",5.33%,0.11,2.80,4.07%,2019-01-15
1918,000756,新华制药,52.32亿,--,2.51亿,--,0.40,4.32,9.78%,2019-01-15
1919,000498,山东路桥,147.64亿,19.36%,6.68亿,17.39%,0.60,4.43,15.37%,2019-01-15
1920,600872,中炬高新,41.67亿,--,6.07亿,--,0.76,4.52,18.05%,2019-01-15
1921,300037,新宙邦,21.63亿,19.14%,3.23亿,12.34%,0.87,7.31,12.48%,2019-01-14
1922,600113,浙江东日,4.19亿,--,1.01亿,--,0.32,2.30,14.39%,2019-01-14
1923,603766,隆鑫通用,112.03亿,5.99%,9.21亿,-4.30%,0.45,3.12,14.03%,2019-01-12
1924,601998,中信银行,"1,648.54亿",5.19%,"1,648.54亿",5.19%,0.88,8.21,11.39%,2019-01-12
1925,600674,川投能源,8.76亿,10.43%,35.51亿,9.56%,0.81,5.64,15.41%,2019-01-12
1926,000728,国元证券,25.70亿,-26.64%,6.84亿,-44.11%,0.20,7.33,2.73%,2019-01-11
1927,600101,明星电力,16.00亿,4.98%,1.02亿,4.77%,0.31,6.88,4.79%,2019-01-11
1928,603578,三星新材,3.27亿,--,"6,270.57万",--,0.71,6.06,12.09%,2019-01-10
1929,603060,国检集团,9.37亿,24.87%,1.90亿,32.27%,0.87,5.31,17.47%,2019-01-09
1930,601139,深圳燃气,127.41亿,14.23%,9.52亿,7.89%,0.33,3.17,10.87%,2019-01-09
1931,600452,涪陵电力,24.48亿,18.81%,3.50亿,54.24%,1.56,6.55,26.85%,2019-01-09
1932,603797,联泰环保,2.51亿,35.83%,"7,282.41万",12.70%,0.34,5.02,6.95%,2019-01-08
1933,603518,维格娜丝,30.82亿,--,30.82亿,--,1.59,13.39,12.52%,2019-01-08
1934,002891,中宠股份,14.31亿,40.90%,"6,119.22万",-15.77%,0.61,7.53,8.47%,2019-01-04
1935,000001,平安银行,"1,167.16亿",--,"1,167.16亿",--,1.39,12.82,11.49%,2019-01-04
1936,600000,浦发银行,"1,715.42亿",1.73%,"1,715.42亿",1.73%,1.85,15.05,13.14%,2019-01-04
